POS,Name,OVR,CType,CYear,CTM,CON/STU,POW/MOV,EYE/CON,FLD/STA,L10,SELL,MC,St,Act/Deact,QS,Sell
RP,Jim Duffalo,57,Snapshot,1964,San Francisco Giants,71,77,53,22,46,0,0,Inactive,Activate,QS 5,Sell
CF,Mauricio Dubon,68,2024 MLB,2024,Houston Astros,76,45,55,77,54,0,2,Inactive,Activate,Locked,
RP,Daniel Duarte,40,2024 MLB,2024,Minnesota Twins,68,63,51,19,10,0,2,Inactive,Activate,Locked,
DH,Brandon Drury,70,2024 MLB,2024,Los Angeles Angels,66,77,59,-,540,0,2,Inactive,Activate,Locked,
RP,Brian Drahman,44,RS,1991,Chicago White Sox,58,71,56,13,50,0,0,Inactive,Activate,QS 5,Sell
RP,Brian Drahman,44,RS,1991,Chicago White Sox,58,71,56,13,50,0,0,Inactive,Activate,QS 5,Sell
RP,Paul Doyle,57,RS,1969,Atlanta Braves,68,73,63,13,82,0,1,Inactive,Activate,QS 5,Sell
2B,Larry Doyle,67,Snapshot,1919,New York Giants,74,91,70,53,51,0,0,Inactive,Activate,QS 25,Sell
CF,Brenton Doyle,62,2024 MLB,2024,Colorado Rockies,62,64,56,84,63,0,2,Inactive,Activate,Locked,
SP,Blix Donnelly,58,Snapshot,1946,St. Louis Cardinals,69,68,61,59,24,0,0,Inactive,Activate,QS 5,Sell
RP,Seranthony Dominguez,56,2024 MLB,2024,Philadelphia Phillies,94,71,58,15,8,0,2,Inactive,Activate,Locked,
CF,Cozy Dolan,60,UnH,1915,St. Louis Cardinals,68,73,76,53,59,0,0,Inactive,Activate,QS 25,Sell
SP,Dylan Dodd,62,2024 MLB,2024,Atlanta Braves,68,68,83,54,71,0,2,Inactive,Activate,QS 25,Sell
SS,Gary DiSarcina,53,UnH,1998,Anaheim Angels,78,26,50,59,17,0,0,Inactive,Activate,QS 5,Sell
RP,Jerry Dipoto,44,Snapshot,1996,New York Mets,52,72,52,17,28,0,0,Inactive,Activate,QS 5,Sell
RP,Jerry Dipoto,44,Snapshot,1996,New York Mets,52,72,52,17,28,0,0,Inactive,Activate,QS 5,Sell
SP,Bill Dinneen,77,SE,1903,Boston Americans,69,79,79,109,332,0,0,Reserve,Deactivate,QS 100,Sell
LF,Miguel Dilone,78,Snapshot,1980,Cleveland,110,16,55,54,301,0,0,Reserve,Deactivate,QS 100,Sell
3B,Bob Dillinger,56,Peak,1948,St. Louis Browns,86,27,56,56,17,0,0,Inactive,Activate,QS 5,Sell
C,Dick Dietz,72,All-Star,1970,San Francisco Giants,71,83,111,32,360,0,0,Inactive,Activate,QS 100,Sell
2B,Derek Dietrich,40,Snapshot,2019,Cincinnati Reds,38,91,119,58,68,0,1,Inactive,Activate,QS 5,Sell
RP,Jake Diekman,71,2024 MLB,2024,New York Mets,101,89,40,13,377,0,2,Inactive,Activate,QS 100,Sell
C,Yainer Diaz,63,2024 MLB,2024,Houston Astros,73,79,53,53,61,0,2,Inactive,Activate,Locked,
LF,Mike Diaz,54,RS,1986,Pittsburgh Pirates,56,94,72,63,16,0,0,Inactive,Activate,QS 5,Sell
RP,Jumbo Diaz,54,RS,2015,Cincinnati Reds,83,61,73,12,26,0,0,Inactive,Activate,QS 5,Sell
3B,Jordan Diaz,50,2024 MLB,2024,Oakland Athletics,65,55,54,48,13,0,2,Inactive,Activate,Locked,
C,Elias Diaz,57,2024 MLB,2024,Colorado Rockies,67,64,63,67,9,0,2,Inactive,Activate,Locked,
3B,Aledmys Diaz,63,2024 MLB,2024,Oakland Athletics,69,45,57,70,70,0,2,Inactive,Activate,Locked,
CF,Mike Devereaux,61,Snapshot,1989,Baltimore Orioles,67,69,73,68,62,0,0,Inactive,Activate,QS 25,Sell
RP,Chris Devenski,61,2024 MLB,2024,Tampa Bay Rays,73,67,86,20,42,0,2,Inactive,Activate,QS 25,Sell
1B,Orestes Destrade,41,Snapshot,1993,Florida Marlins,57,78,72,65,14,0,0,Inactive,Activate,QS 5,Sell
SS,Ian Desmond,71,SE,2013,Washington Nationals,77,77,67,77,354,0,0,Reserve,Deactivate,QS 100,Sell
SP,Jimmie DeShong,47,UnH,1937,Washington Senators,46,76,51,93,13,0,0,Inactive,Activate,QS 5,Sell
2B,Delino DeShields,41,Snapshot,1991,Montreal Expos,57,57,104,42,14,0,0,Inactive,Activate,QS 5,Sell
CF,Delino DeShields,55,RS,2015,Texas Rangers,69,25,90,48,22,0,0,Inactive,Activate,QS 5,Sell
2B,Delino DeShields,41,Snapshot,1991,Montreal Expos,57,57,104,42,14,0,0,Inactive,Activate,QS 5,Sell
2B,Delino DeShields,41,Snapshot,1991,Montreal Expos,57,57,104,42,14,0,0,Inactive,Activate,QS 5,Sell
SP,Anthony DeSclafani,55,RS,2015,Cincinnati Reds,52,70,70,62,19,0,0,Inactive,Activate,QS 5,Sell
SP,Anthony DeSclafani,59,2024 MLB,2024,Minnesota Twins,59,69,86,54,9,0,2,Inactive,Activate,Locked,
RP,Ike Delock,58,Snapshot,1953,Boston Red Sox,55,66,66,24,28,0,0,Inactive,Activate,QS 5,Sell
LF,David Dellucci,49,Snapshot,2004,Texas Rangers,49,78,92,79,22,0,0,Inactive,Activate,QS 5,Sell
LF,David Dellucci,49,Snapshot,2004,Texas Rangers,49,78,92,79,22,0,0,Inactive,Activate,QS 5,Sell
C,Jason Delay,46,2024 MLB,2024,Pittsburgh Pirates,59,19,59,73,12,0,2,Inactive,Activate,Locked,
SS,Paul DeJong,68,2024 MLB,2024,Chicago White Sox,57,82,67,79,60,0,2,Inactive,Activate,Locked,
3B,Doug DeCinces,65,Snapshot,1977,Baltimore Orioles,58,78,77,74,112,0,0,Reserve,Deactivate,QS 25,Sell
SP,Dave DeBusschere,46,RS,1963,Chicago White Sox,55,70,51,53,27,0,0,Inactive,Activate,QS 5,Sell
RP,Enyel De Los Santos,77,2024 MLB,2024,San Diego Padres,78,79,75,24,652,0,2,Reserve,Deactivate,Locked,
SS,Elly De La Cruz,85,2024 MLB,2024,Cincinnati Reds,73,80,69,67,2 183,0,2,Inactive,Activate,Locked,
LF,Bryan De La Cruz,61,2024 MLB,2024,Miami Marlins,72,74,64,66,56,0,2,Inactive,Activate,Locked,
SP,Noah Davis,49,2024 MLB,2024,Colorado Rockies,68,70,64,52,10,0,2,Inactive,Activate,Locked,
1B,Ike Davis,62,RS,2010,New York Mets,62,74,80,78,41,0,0,Inactive,Activate,QS 25,Sell
C,Henry Davis,61,2024 MLB,2024,Pittsburgh Pirates,65,76,78,56,83,0,2,Inactive,Activate,Locked,
RF,Eric Davis,76,Snapshot,1998,Baltimore Orioles,76,94,74,65,377,0,0,Inactive,Activate,QS 100,Sell
2B,Rich Dauer,62,Snapshot,1981,Baltimore Orioles,74,43,65,61,41,0,0,Inactive,Activate,QS 25,Sell
2B,Rich Dauer,62,Snapshot,1981,Baltimore Orioles,74,43,65,61,41,0,0,Inactive,Activate,QS 25,Sell
RF,Bert Daniels,41,UnH,1913,New York Yankees,54,25,115,94,30,0,0,Inactive,Activate,QS 5,Sell
C,Clay Dalrymple,72,Snapshot,1966,Philadelphia Phillies,60,38,113,71,249,0,0,Reserve,Deactivate,QS 100,Sell
C,Travis d'Arnaud,74,2024 MLB,2024,Atlanta Braves,68,76,66,63,1 446,0,2,Reserve,Deactivate,QS 100,Sell
SP,John D'Acquisto,53,RS,1974,San Francisco Giants,88,79,25,67,18,0,0,Inactive,Activate,QS 5,Sell
CF,Milt Cuyler,48,RS,1991,Detroit Tigers,65,29,76,55,14,0,0,Inactive,Activate,QS 5,Sell
CF,Kiki Cuyler,63,HaH,1934,Chicago Cubs,83,53,54,60,59,0,0,Inactive,Activate,QS 25,Sell
SP,Cliff Curtis,47,RS,1909,Boston Doves,39,83,45,113,21,0,0,Inactive,Activate,QS 5,Sell
RP,Xzavion Curry,55,2024 MLB,2024,Cleveland Guardians,60,67,80,54,10,0,2,Inactive,Activate,Locked,
RP,John Cummings,69,Snapshot,1995,Los Angeles Dodgers,43,83,88,14,73,0,0,Inactive,Activate,QS 25,Sell
LF,Nick Cullop,40,Snapshot,1931,Cincinnati Reds,52,86,59,70,17,0,0,Inactive,Activate,QS 5,Sell
RP,Jose Cuas,54,2024 MLB,2024,Chicago Cubs,99,69,64,20,8,0,2,Inactive,Activate,Locked,
SS,Oneil Cruz,79,2024 MLB,2024,Pittsburgh Pirates,67,82,74,64,445,0,2,Reserve,Deactivate,Locked,
RP,Fernando Cruz,54,2024 MLB,2024,Cincinnati Reds,113,63,62,18,8,0,2,Inactive,Activate,Locked,
SP,Alvin Crowder,45,RS,1926,Washington Senators,49,85,26,81,42,0,1,Inactive,Activate,QS 5,Sell
RP,Dean Crow,40,RS,1998,Detroit Tigers,33,67,98,17,16,0,0,Inactive,Activate,QS 5,Sell
SS,Monte Cross,52,Snapshot,1903,Philadelphia Athletics,55,77,86,64,32,0,0,Inactive,Activate,QS 5,Sell
SS,Monte Cross,52,Snapshot,1903,Philadelphia Athletics,55,77,86,64,32,0,0,Inactive,Activate,QS 5,Sell
SS,Bobby Crosby,70,RS,2004,Oakland Athletics,49,73,76,87,189,0,0,Inactive,Activate,QS 100,Sell
1B,Jake Cronenworth,72,2024 MLB,2024,San Diego Padres,72,64,74,78,748,0,2,Reserve,Deactivate,Locked,
RP,Garrett Crochet,61,2024 MLB,2024,Chicago White Sox,105,76,47,25,56,0,2,Inactive,Activate,Locked,
SP,Cooper Criswell,61,2024 MLB,2024,Boston Red Sox,67,69,94,53,42,0,2,Inactive,Activate,Locked,
RP,Chuck Crim,57,Snapshot,1990,Milwaukee Brewers,36,78,92,16,17,0,0,Inactive,Activate,QS 5,Sell
SP,Kutter Crawford,83,2024 MLB,2024,Boston Red Sox,88,72,86,51,1 456,0,2,Inactive,Activate,Locked,
SS,Glenn Crawford,58,RS,1945,Philadelphia Phillies,77,41,76,56,18,0,0,Inactive,Activate,QS 5,Sell
SS,Brandon Crawford,69,2024 MLB,2024,St. Louis Cardinals,66,69,74,72,44,0,2,Inactive,Activate,Locked,
CF,Harry Craft,70,RS,1938,Cincinnati Reds,64,75,50,89,232,0,0,Reserve,Deactivate,QS 100,Sell
SS,Billy Cox,63,Snapshot,1947,Pittsburgh Pirates,69,78,50,64,45,0,0,Inactive,Activate,QS 25,Sell
CF,Colton Cowser,74,2024 MLB,2024,Baltimore Orioles,71,64,87,53,346,0,2,Inactive,Activate,QS 100,Sell
RF,Al Cowens,85,Peak,1977,Kansas City Royals,78,75,64,100,1 530,0,0,Reserve,Deactivate,QS 1 000,Sell
CF,Billy Cowan,45,RS,1964,Chicago Cubs,53,77,40,79,31,0,0,Inactive,Activate,QS 5,Sell
CF,Billy Cowan,45,RS,1964,Chicago Cubs,53,77,40,79,31,0,0,Inactive,Activate,QS 5,Sell
RP,Chet Covington,57,RS,1944,Philadelphia Blue Jays,50,63,108,24,27,0,0,Inactive,Activate,QS 5,Sell
RP,Jonathan Coutlangus,45,RS,2007,Cincinnati Reds,75,82,19,8,33,0,0,Inactive,Activate,QS 5,Sell
RP,Danny Coulombe,66,2024 MLB,2024,Baltimore Orioles,93,69,82,15,61,0,2,Inactive,Activate,Locked,
SP,Johnny Couch,56,RS,1922,Cincinnati Reds,35,75,100,87,40,0,0,Inactive,Activate,QS 5,Sell
RP,Jharel Cotton,63,Snapshot,2021,Texas Rangers,56,93,43,16,42,0,0,Inactive,Activate,QS 25,Sell
RP,Jharel Cotton,63,Snapshot,2021,Texas Rangers,56,93,43,16,42,0,0,Inactive,Activate,QS 25,Sell
RP,Tom Cosgrove,75,2024 MLB,2024,San Diego Padres,87,85,61,21,610,0,2,Inactive,Activate,Locked,
SS,Carlos Correa,87,2024 MLB,2024,Minnesota Twins,71,77,77,85,2 617,0,2,Active,Deactivate,Locked,
SP,Nate Cornejo,40,Snapshot,2003,Detroit Tigers,10,77,85,65,15,0,0,Inactive,Activate,QS 5,Sell
CF,Pop Corkhill,73,SE,1888,Cincinnati Red Stockings,95,38,34,92,280,0,0,Reserve,Deactivate,QS 100,Sell
SS,Wil Cordero,45,RS,1993,Montreal Expos,58,57,56,51,18,0,0,Inactive,Activate,QS 5,Sell
SP,Patrick Corbin,55,2024 MLB,2024,Washington Nationals,67,65,86,66,10,0,2,Inactive,Activate,Locked,
RP,Sherman Corbett,49,RS,1988,California Angels,57,77,44,16,14,0,0,Inactive,Activate,QS 5,Sell
SP,Rocky Coppinger,42,RS,1996,Baltimore Orioles,75,64,52,61,16,0,0,Inactive,Activate,QS 5,Sell
SP,Rocky Coppinger,42,RS,1996,Baltimore Orioles,75,64,52,61,16,0,0,Inactive,Activate,QS 5,Sell
C,William Contreras,89,2024 MLB,2024,Milwaukee Brewers,77,76,77,65,2 496,0,2,Active,Deactivate,Locked,
SP,Roansy Contreras,77,2024 MLB,2024,Pittsburgh Pirates,83,69,81,51,332,0,2,Reserve,Deactivate,Locked,
1B,Jeff Conine,91,Peak,1995,Florida Marlins,101,76,76,72,6 706,0,0,Active,Deactivate,QS 4 000,Sell
LF,Billy Conigliaro,57,RS,1970,Boston Red Sox,61,83,76,60,31,0,0,Inactive,Activate,QS 5,Sell
LF,Michael Conforto,69,2024 MLB,2024,San Francisco Giants,69,76,80,73,96,0,2,Inactive,Activate,Locked,
RP,Tim Collins,57,Snapshot,2013,Kansas City Royals,75,85,31,10,54,0,0,Inactive,Activate,QS 5,Sell
1B,Ripper Collins,79,HaH,1934,St. Louis Cardinals,71,109,69,47,1 214,0,1,Active,Deactivate,QS 100,Sell
LF,Vince Coleman,47,HaH,1988,St. Louis Cardinals,68,26,65,63,44,0,0,Inactive,Activate,QS 5,Sell
RP,Dylan Coleman,45,2024 MLB,2024,Houston Astros,113,70,33,19,10,0,2,Inactive,Activate,Locked,
SP,Tom Colcolough,40,UnH,1899,New York Giants,46,81,30,112,13,0,0,Inactive,Activate,QS 5,Sell
SP,Tom Colcolough,40,UnH,1899,New York Giants,46,81,30,112,13,0,0,Inactive,Activate,QS 5,Sell
1B,Greg Colbrunn,52,Snapshot,1995,Florida Marlins,66,77,52,76,19,0,0,Inactive,Activate,QS 5,Sell
RF,Rocky Colavito,68,RS,1956,Cleveland,56,102,90,71,162,0,0,Inactive,Activate,QS 25,Sell
RF,Oscar Colas,49,2024 MLB,2024,Chicago White Sox,64,65,58,71,11,0,2,Inactive,Activate,Locked,
SP,Jaime Cocanower,40,RS,1984,Milwaukee Brewers,38,79,52,66,98,0,1,Inactive,Activate,Locked,
SP,Alex Cobb,76,2024 MLB,2024,San Francisco Giants,75,76,81,68,623,0,2,Reserve,Deactivate,Locked,
3B,Harlond Clift,63,Snapshot,1945,Washington Senators,39,78,117,90,44,0,0,Inactive,Activate,QS 25,Sell
2B,Ernie Clement,71,2024 MLB,2024,Toronto Blue Jays,77,40,57,79,516,0,2,Reserve,Deactivate,Locked,
1B,Kody Clemens,58,2024 MLB,2024,Philadelphia Phillies,60,80,69,76,8,0,2,Inactive,Activate,Locked,
RP,Garrett Cleavinger,56,2024 MLB,2024,Tampa Bay Rays,118,71,51,22,8,0,2,Inactive,Activate,QS 5,Sell
CF,Dain Clay,55,Snapshot,1945,Cincinnati Reds,70,19,54,77,37,0,0,Inactive,Activate,QS 5,Sell
2B,Ellis Clary,50,RS,1942,Washington Senators,66,6,109,39,21,0,0,Inactive,Activate,QS 5,Sell
RP,Taylor Clarke,53,2024 MLB,2024,Milwaukee Brewers,85,64,75,22,8,0,2,Inactive,Activate,Locked,
1B,Will Clark,76,SE,1994,Texas Rangers,99,60,109,53,261,0,0,Reserve,Deactivate,QS 100,Sell
1B,Tony Clark,55,Snapshot,1999,Detroit Tigers,59,82,77,73,79,0,1,Inactive,Activate,QS 5,Sell
1B,Tony Clark,55,Snapshot,1999,Detroit Tigers,59,82,77,73,79,0,1,Inactive,Activate,Locked,
RP,Jose Cisnero,45,2024 MLB,2024,Los Angeles Angels,73,68,59,15,11,0,2,Inactive,Activate,Locked,
SS,Alex Cintron,76,SE,2003,Arizona Diamondbacks,109,58,53,55,213,0,0,Reserve,Deactivate,QS 100,Sell
RP,Adam Cimber,60,2024 MLB,2024,Los Angeles Angels,54,73,91,14,53,0,2,Inactive,Activate,Locked,
2B,Lloyd Christenbury,57,UnH,1921,Boston Braves,66,72,81,53,18,0,0,Inactive,Activate,QS 5,Sell
1B,Hee-seop Choi,48,Snapshot,2005,Los Angeles Dodgers,54,81,88,65,91,0,1,Inactive,Activate,QS 5,Sell
C,Harry Chiti,51,Snapshot,1958,Kansas City Athletics,56,77,53,59,15,0,0,Inactive,Activate,QS 5,Sell
CF,Jazz Chisholm Jr.,86,2024 MLB,2024,Miami Marlins,74,86,69,77,1 675,0,2,Inactive,Activate,Locked,
3B,Lonnie Chisenhall,58,Snapshot,2014,Cleveland,70,74,70,50,58,0,0,Inactive,Activate,QS 5,Sell
CF,Lou Chiozza,62,UnH,1936,Philadelphia Phillies,76,10,57,75,43,0,0,Inactive,Activate,QS 25,Sell
SP,Ken Chase,40,Snapshot,1938,Washington Senators,67,91,14,68,114,0,1,Inactive,Activate,Locked,
RP,JT Chargois,78,2024 MLB,2024,Miami Marlins,66,86,75,14,563,0,2,Reserve,Deactivate,Locked,
CL,Aroldis Chapman,63,2024 MLB,2024,Pittsburgh Pirates,134,71,43,14,69,0,2,Inactive,Activate,Locked,
CL,Andrew Chafin,55,2024 MLB,2024,Detroit Tigers,88,69,65,18,9,0,2,Inactive,Activate,Locked,
SP,Dylan Cease,75,2024 MLB,2024,San Diego Padres,105,74,65,74,884,0,2,Reserve,Deactivate,Locked,
RF,Jake Cave,68,2024 MLB,2024,Philadelphia Phillies,68,74,69,76,55,0,2,Inactive,Activate,Locked,
1B,Danny Cater,67,Snapshot,1968,Oakland Athletics,90,47,63,75,77,0,0,Inactive,Activate,QS 25,Sell
2B,Willi Castro,70,2024 MLB,2024,Minnesota Twins,66,55,60,77,342,0,2,Inactive,Activate,Locked,
2B,Rodolfo Castro,61,2024 MLB,2024,Philadelphia Phillies,61,74,66,70,60,0,2,Inactive,Activate,Locked,
RP,Miguel Castro,65,2024 MLB,2024,Arizona Diamondbacks,86,75,63,18,65,0,2,Inactive,Activate,Locked,
SP,Max Castillo,59,2024 MLB,2024,Philadelphia Phillies,67,68,82,54,9,0,2,Inactive,Activate,Locked,
2B,Diego Castillo,48,2024 MLB,2024,Baltimore Orioles,62,39,77,62,10,0,2,Inactive,Activate,Locked,
RP,Diego Castillo,42,2024 MLB,2024,Texas Rangers,68,70,54,18,10,0,2,Inactive,Activate,Locked,
1B,Sean Casey,88,Peak,2004,Cincinnati Reds,103,70,71,92,2 042,0,0,Reserve,Deactivate,QS 1 000,Sell
LF,George Case,66,HaH,1942,Washington Senators,95,54,63,57,183,0,1,Inactive,Activate,QS 25,Sell
SP,Joe Cascarella,54,UnH,1936,Washington Senators,40,80,60,83,40,0,0,Inactive,Activate,QS 5,Sell
1B,Chris Carter,55,HaH,2016,Milwaukee Brewers,43,99,100,37,30,0,0,Inactive,Activate,QS 5,Sell
SP,Ownie Carroll,65,UnH,1928,Detroit Tigers,42,94,55,95,53,0,0,Inactive,Activate,QS 25,Sell
RF,Corbin Carroll,92,2024 MLB,2024,Arizona Diamondbacks,77,75,76,79,5 169,0,2,Reserve,Deactivate,Locked,
LF,Cliff Carroll,65,UnH,1892,St. Louis Cardinals,75,75,81,64,42,0,0,Inactive,Activate,QS 25,Sell
SP,Don Carrithers,55,UnH,1975,Montreal Expos,38,80,58,71,24,0,0,Inactive,Activate,QS 5,Sell
SP,Bill Carrick,47,UnH,1900,New York Giants,43,69,75,103,13,0,0,Inactive,Activate,QS 5,Sell
C,Cam Carreon,68,Snapshot,1962,Chicago White Sox,66,38,72,71,72,0,0,Reserve,Deactivate,QS 25,Sell
RF,Matt Carpenter,66,2024 MLB,2024,St. Louis Cardinals,58,77,106,53,46,0,2,Inactive,Activate,Locked,
DH,Kerry Carpenter,74,2024 MLB,2024,Detroit Tigers,77,81,62,-,732,0,2,Inactive,Activate,Locked,
CF,Dylan Carlson,75,2024 MLB,2024,St. Louis Cardinals,71,65,76,67,689,0,2,Reserve,Deactivate,Locked,
C,Victor Caratini,62,2024 MLB,2024,Houston Astros,61,50,75,58,59,0,2,Inactive,Activate,Locked,
LF,Dominic Canzone,60,2024 MLB,2024,Seattle Mariners,69,77,62,60,81,0,2,Inactive,Activate,Locked,
3B,Jorge Cantu,62,Snapshot,2008,Florida Marlins,65,77,58,66,92,0,0,Inactive,Activate,QS 25,Sell
CL,Yennier Cano,85,2024 MLB,2024,Baltimore Orioles,70,89,86,23,1 967,0,2,Inactive,Activate,QS 1 000,Sell
LF,Mark Canha,74,2024 MLB,2024,Detroit Tigers,74,55,82,65,750,0,2,Inactive,Activate,Locked,
SP,Tom Candiotti,72,Snapshot,1994,Los Angeles Dodgers,57,93,62,75,0,0,1,Inactive,Activate,,Sell
SP,Tom Candiotti,72,Snapshot,1994,Los Angeles Dodgers,54,90,59,75,868,0,1,Reserve,Deactivate,QS 100,Sell
3B,Jeimer Candelario,65,2024 MLB,2024,Cincinnati Reds,65,78,75,62,89,0,2,Inactive,Activate,Locked,
SP,John Candelaria,62,Snapshot,1978,Pittsburgh Pirates,49,72,87,73,73,0,0,Inactive,Activate,QS 25,Sell
RP,Sal Campisi,40,RS,1970,St. Louis Cardinals,49,73,35,16,162,0,0,Inactive,Activate,QS 5,Sell
C,Gilly Campbell,53,Snapshot,1936,Cincinnati Reds,58,16,105,56,15,0,0,Inactive,Activate,QS 5,Sell
SS,Bert Campaneris,76,SE,1974,Oakland Athletics,81,11,69,88,370,0,0,Reserve,Deactivate,QS 100,Sell
RP,Arquimedes Caminero,62,UnH,2015,Pittsburgh Pirates,70,81,49,12,44,0,0,Inactive,Activate,QS 25,Sell
1B,Dolph Camilli,62,Snapshot,1938,Brooklyn Dodgers,44,114,126,58,197,0,1,Inactive,Activate,QS 25,Sell
CF,Alex Call,67,2024 MLB,2024,Washington Nationals,64,59,85,61,67,0,2,Inactive,Activate,Locked,
RF,Oswaldo Cabrera,63,2024 MLB,2024,New York Yankees,62,69,66,66,54,0,2,Inactive,Activate,QS 25,Sell
RP,Genesis Cabrera,56,2024 MLB,2024,Toronto Blue Jays,77,71,67,21,8,0,2,Inactive,Activate,Locked,
2B,Asdrubal Cabrera,60,Snapshot,2018,New York Mets,66,77,61,68,51,0,0,Inactive,Activate,QS 25,Sell
SS,Jose Caballero,73,2024 MLB,2024,Tampa Bay Rays,61,37,83,67,400,0,2,Reserve,Deactivate,QS 100,Sell
RP,Bud Byerly,73,Snapshot,1957,Washington Senators,43,80,106,24,264,0,0,Reserve,Deactivate,QS 100,Sell
CF,Byron Buxton,76,Snapshot,2017,Minnesota Twins,65,83,61,96,294,0,0,Inactive,Activate,QS 100,Sell
SP,Jose Butto,59,2024 MLB,2024,New York Mets,74,71,70,62,10,0,2,Inactive,Activate,Locked,
CF,Lawrence Butler,54,2024 MLB,2024,Oakland Athletics,65,59,64,65,10,0,2,Inactive,Activate,Locked,
LF,Joey Butler,58,Snapshot,2015,Tampa Bay Rays,76,74,62,63,31,0,0,Inactive,Activate,QS 5,Sell
CF,Brett Butler,75,Snapshot,1992,Los Angeles Dodgers,89,25,104,63,378,0,0,Inactive,Activate,QS 100,Sell
CF,Brett Butler,75,Snapshot,1992,Los Angeles Dodgers,89,25,104,63,378,0,0,Inactive,Activate,QS 100,Sell
2B,Homer Bush,64,UnH,1999,Toronto Blue Jays,88,30,53,68,40,0,0,Inactive,Activate,QS 25,Sell
SS,Johnny Burnett,52,UnH,1931,Cleveland,72,19,67,54,17,0,0,Inactive,Activate,QS 5,Sell
LF,Alec Burleson,66,2024 MLB,2024,St. Louis Cardinals,79,69,60,56,60,0,2,Inactive,Activate,Locked,
RP,Brock Burke,65,2024 MLB,2024,Texas Rangers,73,70,86,19,48,0,2,Inactive,Activate,Locked,
3B,Jake Burger,77,2024 MLB,2024,Miami Marlins,68,94,59,49,631,0,2,Reserve,Deactivate,Locked,
RF,Peyton Burdick,68,2024 MLB,2024,Chicago White Sox,62,77,76,72,49,0,2,Inactive,Activate,Locked,
CF,Al Burch,44,RS,1906,St. Louis Cardinals,65,31,78,54,17,0,0,Inactive,Activate,QS 5,Sell
RP,Aaron Bummer,78,2024 MLB,2024,Atlanta Braves,111,85,60,15,1 246,0,2,Inactive,Activate,QS 100,Sell
3B,Don Buford,68,Snapshot,1967,Chicago White Sox,71,30,87,79,83,0,0,Inactive,Activate,QS 25,Sell
SS,Don Buddin,47,RS,1956,Boston Red Sox,56,38,103,70,19,0,0,Inactive,Activate,QS 5,Sell
RP,Ryan Buchter,69,Snapshot,2018,Oakland Athletics,73,79,60,9,72,0,0,Inactive,Activate,QS 25,Sell
RF,Tom Brunansky,48,Snapshot,1983,Minnesota Twins,44,93,76,88,21,0,0,Inactive,Activate,QS 5,Sell
CF,Jacob Brumfield,47,Snapshot,1996,Toronto Blue Jays,57,74,63,61,18,0,0,Inactive,Activate,QS 5,Sell
SS,Vidal Brujan,65,2024 MLB,2024,Miami Marlins,71,39,68,58,48,0,2,Inactive,Activate,Locked,
SP,Bob Bruce,59,Snapshot,1965,Houston Astros,52,62,112,78,39,0,0,Inactive,Activate,QS 5,Sell
SP,JT Brubaker,69,2024 MLB,2024,Pittsburgh Pirates,84,69,79,57,52,0,2,Inactive,Activate,Locked,
CF,Tom Brown,63,HaH,1891,Boston Reds,77,73,75,52,78,0,0,Inactive,Activate,QS 25,Sell
1B,Seth Brown,67,2024 MLB,2024,Oakland Athletics,60,90,69,55,62,0,2,Inactive,Activate,Locked,
SP,Hunter Brown,72,2024 MLB,2024,Houston Astros,93,72,78,59,678,0,2,Inactive,Activate,Locked,
LF,Gates Brown,46,Snapshot,1973,Detroit Tigers,57,75,78,67,83,0,0,Inactive,Activate,QS 5,Sell
CF,Bobby Brown,53,RS,1980,New York Yankees,56,77,56,83,23,0,0,Inactive,Activate,QS 5,Sell
3B,Mike Brosseau,67,2024 MLB,2024,Kansas City Royals,65,76,64,66,61,0,2,Inactive,Activate,Locked,
RP,Connor Brogdon,53,2024 MLB,2024,Philadelphia Phillies,85,67,69,22,8,0,2,Inactive,Activate,Locked,
SP,Tony Brizzolara,59,RS,1979,Atlanta Braves,57,66,72,63,17,0,0,Inactive,Activate,QS 5,Sell
SP,Jhony Brito,68,2024 MLB,2024,San Diego Padres,72,74,86,57,63,0,2,Inactive,Activate,Locked,
1B,Harry Bright,53,Snapshot,1962,Washington Senators,62,77,56,40,26,0,0,Inactive,Activate,QS 5,Sell
RP,Jeff Brigham,40,2024 MLB,2024,Minnesota Twins,87,60,52,17,9,0,2,Inactive,Activate,Locked,
SP,Buttons Briggs,59,RS,1896,Chicago Colts,95,72,30,109,18,0,0,Inactive,Activate,QS 5,Sell
RP,Beau Brieske,53,2024 MLB,2024,Detroit Tigers,62,67,79,39,10,0,2,Inactive,Activate,Locked,
SS,Rocky Bridges,65,All-Star,1958,Washington Senators,71,38,61,74,49,0,0,Inactive,Activate,QS 25,Sell
3B,Jonah Bride,59,2024 MLB,2024,Miami Marlins,63,44,85,55,9,0,2,Inactive,Activate,Locked,
RP,Billy Brewer,41,RS,1993,Kansas City Royals,83,63,47,10,26,0,0,Inactive,Activate,QS 5,Sell
RP,Ken Brett,54,Snapshot,1979,Los Angeles Dodgers,27,93,77,19,31,0,0,Inactive,Activate,QS 5,Sell
RP,Ken Brett,54,Snapshot,1979,Los Angeles Dodgers,27,93,77,19,31,0,0,Inactive,Activate,QS 5,Sell
RP,Ken Brett,54,Snapshot,1979,Los Angeles Dodgers,27,93,77,19,31,0,0,Inactive,Activate,QS 5,Sell
